title,time,username,q1,q2,q3,q4,q5,q6,q7,q8,q9
Panorama Forbidden City,~2021-11-06 13:52,unknown,Yes,10-Jan,beautiful form,studying and working,Cultural industry practitioners,B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-06 14:31,unknown,Yes,40 or more,Shooting range,"Between work/study, leisure, socializing with like-minded people","Cultural and bloggers, history buffs, Internet technology enthusiasts",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area","Adding some more detailed descriptions of historical figures, the buildings and figures are linked together, so that people can better understand the history of the Forbidden City."
Panorama Forbidden City,~2021-11-06 14:32,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time",student,A. Fully satisfied,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-11-06 14:53,unknown,uncertain,20-Nov,details are accurate,"Between work/study, at leisure, before going to bed at night/wake up in the morning",history buff,C. Insufficient coverage area,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-06 15:34,unknown,Yes,40 or more,details are accurate,"Between work/study, at leisure, during meals, when socializing with like-minded people","Culture and blog enthusiasts, history lovers, collectors, fans of the country, students, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area","A more detailed introduction to cultural relics, such as its use, etc., I hope the more detailed the better!"
Panorama Forbidden City,~2021-11-06 16:05,unknown,Yes,10-Jan,distinct personality,Before going to bed late at night / waking up early in the morning,traditional culture lovers,B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",Hope to add historical allusions related to the Forbidden City.
Panorama Forbidden City,~2021-11-06 16:09,unknown,Yes,20-Nov,Rich content,"Between work/study, at leisure, while studying at work, when socializing with like-minded people","Collection enthusiasts, Internet technology enthusiasts, students, literary youth, traditional culture enthusiasts, travel enthusiasts, others",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-06 16:15,unknown,Yes,10-Jan,deep interaction,"Between work/study, at leisure, while studying at work, when socializing with like-minded people","History buffs, traditional culture buffs, travel buffs",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area","There are more details, such as bucket arch"
Panorama Forbidden City,~2021-11-06 16:22,unknown,Yes,10-Jan,Update frequency,Before going to bed late at night / waking up early in the morning,"Cultural and bloggers, history buffs, Internet technology enthusiasts",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",An introduction to the current exhibitions in the building.
Panorama Forbidden City,~2021-11-06 16:44,unknown,Yes,40 or more,Rich content,"Between work/study, at leisure, during meals","Cultural and bloggers, history lovers, collectors, travel lovers",A. Fully satisfied,B. Partially closed areas,"A. ""Front facing"" area",Wow
Panorama Forbidden City,~2021-11-06 18:43,unknown,Yes,21-40 pieces,details are accurate,"Between work/study, at leisure, before going to bed at night/wake up in the morning","History buffs, collectors, students, travel enthusiasts",B. Basic Satisfaction,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-06 18:47,unknown,Yes,40 or more,Shooting range,"Work/study gaps, leisure time","History buffs, students, traditional culture lovers",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-06 20:02,unknown,Yes,40 or more,details are accurate,"Work/study gaps, leisure time","National tide fans, students",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",The other two stores
Panorama Forbidden City,~2021-11-06 20:13,unknown,Yes,10-Jan,details are accurate,"Work/study gaps, leisure time","Cultural and Expo enthusiasts, history lovers, collectors, fans of the country, students, practitioners in the cultural and motto industry, literary youth, traditional culture lovers, others",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",Architectural Details and Cultural Interpretation
Panorama Forbidden City,~2021-11-06 21:14,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time",history buff,B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-06 21:22,unknown,no,10-Jan,details are accurate,"Work/study gaps, leisure time","Bloggers, history buffs",D. Too little visible area,C. More indoor scenes,D. Other areas,
Panorama Forbidden City,~2021-11-06 21:26,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time","Cultural and art lovers, history lovers, students, literary youth, traditional culture lovers",B. Basic Satisfaction,A. Unpopular open areas,B. Garden area,
Panorama Forbidden City,~2021-11-06 21:32,unknown,Yes,40 or more,Rich content,"Work/study gaps, leisure time","Bloggers, history buffs, students",A. Fully satisfied,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-06 22:03,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time",history buff,C. Insufficient coverage area,B. Partially closed areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-06 22:36,unknown,Yes,10-Jan,deep interaction,"On the way to and from get off work or going out, between work/study, at leisure, before going to bed at night/waking up in the morning","Culture and blog enthusiasts, history lovers, collectors, fans of national trends, Internet technology enthusiasts, students, literary youth, traditional culture lovers",C. Insufficient coverage area,B. Partially closed areas,"A. ""Front facing"" area",WEI KAI FANG QU YU.GENG ZHEN SHI.
Panorama Forbidden City,~2021-11-06 22:41,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","National tide fans, students",C. Insufficient coverage area,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-11-06 22:49,unknown,no,10-Jan,Shooting range,"Work/study gaps, leisure time",student,D. Too little visible area,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-11-06 23:13,unknown,Yes,10-Jan,beautiful form,"Between work/study, at leisure, before going to bed at night/wake up in the morning","Cultural and Expo enthusiasts, national tide fans, literary youth, traditional culture lovers",A. Fully satisfied,B. Partially closed areas,B. Garden area,
Panorama Forbidden City,~2021-11-07 00:01,unknown,Yes,40 or more,Shooting range,"Work/study gaps, leisure time","Cultural and museum lovers, history lovers, students, traditional culture lovers, travel lovers, others",A. Fully satisfied,C. More indoor scenes,D. Other areas,Interior of Qianqing Palace
Panorama Forbidden City,~2021-11-07 07:32,unknown,Yes,10-Jan,Rich content,"Work/study gaps, leisure time",student,B. Basic Satisfaction,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-11-07 08:17,unknown,Yes,10-Jan,Shooting range,"Work/study gaps, leisure time","blogger, student",A. Fully satisfied,A. Unpopular open areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-07 09:07,unknown,Yes,40 or more,innovative,"On the way to and from get off work or going out, between work/study, at leisure, when socializing with like-minded people, before going to bed at night / waking up in the morning","Cultural and blogging enthusiasts, history lovers, collectors, fans of the country, Internet technology enthusiasts, practitioners in the cultural and blogging industry, literary youth, traditional culture lovers, travel enthusiasts, others",C. Insufficient coverage area,B. Partially closed areas,D. Other areas,
Panorama Forbidden City,~2021-11-07 09:28,unknown,Yes,21-40 pieces,Rich content,Before going to bed late at night / waking up early in the morning,"Cultural enthusiasts, traditional culture lovers",C. Insufficient coverage area,C. More indoor scenes,"C. ""After bed"" area",With music and commentary
Panorama Forbidden City,~2021-11-07 09:55,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time","Cultural and art lovers, history lovers, collectors, Internet technology lovers, students, literary youth, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-07 10:37,unknown,Yes,21-40 pieces,Shooting range,"On the way to and from work, between work/study, at leisure, when socializing with like-minded people","Culture and blog lovers, history lovers, national tide fans, traditional culture lovers, travel lovers",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-07 10:43,unknown,Yes,10-Jan,innovative,studying and working,"Culture and blog enthusiasts, national tide fans, Internet technology enthusiasts, students",B. Basic Satisfaction,A. Unpopular open areas,"C. ""After bed"" area",
Panorama Forbidden City,~2021-11-07 11:16,unknown,Yes,10-Jan,innovative,"Between work/study, at leisure, at work, at work, socializing with like-minded people, before going to bed at night/waking up in the morning",student,A. Fully satisfied,C. More indoor scenes,B. Garden area,
Panorama Forbidden City,~2021-11-07 11:22,unknown,Yes,10-Jan,deep interaction,studying and working,"Cultural and museum lovers, history lovers, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,D. Other areas,"I hope that it will open up more so that those who love the Forbidden City in Taiwan can also watch it. , and please guide me on that network, what is the method? There are no viewing time restrictions. ,thank you very much!"
Panorama Forbidden City,~2021-11-07 11:36,unknown,Yes,40 or more,beautiful form,"Work/study gaps, leisure time","Cultural and blog enthusiasts, history lovers, Internet technology lovers, students, traditional culture lovers, travel lovers",B. Basic Satisfaction,B. Partially closed areas,"C. ""After bed"" area","internal structure, story"
Panorama Forbidden City,~2021-11-07 11:54,unknown,Yes,20-Nov,Rich content,"Work/study gaps, leisure time","Cultural enthusiasts, traditional culture lovers",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",More information about the palace
Panorama Forbidden City,~2021-11-07 11:55,unknown,Yes,20-Nov,Rich content,"Between work/study, at leisure, when socializing with like-minded people, before going to bed at night/waking up in the morning","History lovers, national tide fans, students, literary youth, traditional culture lovers, travel lovers",A. Fully satisfied,C. More indoor scenes,B. Garden area,More detailed introduction
Panorama Forbidden City,~2021-11-07 12:01,unknown,Yes,21-40 pieces,deep interaction,"Between work/study, at leisure, during meals, when socializing with like-minded people","Literary youth, traditional culture enthusiasts, travel enthusiasts",B. Basic Satisfaction,B. Partially closed areas,"A. ""Front facing"" area",
Panorama Forbidden City,~2021-11-07 12:05,unknown,Yes,20-Nov,details are accurate,"Work/study gaps, leisure time","History lovers, national tide fans, students, traditional culture lovers, travel lovers",B. Basic Satisfaction,C. More indoor scenes,"C. ""After bed"" area",Introduction to History
Panorama Forbidden City,~2021-11-07 13:06,unknown,Yes,20-Nov,Rich content,Before going to bed late at night / waking up early in the morning,"History buffs, traditional culture buffs, travel buffs",B. Basic Satisfaction,A. Unpopular open areas,"C. ""After bed"" area","You can send out the panoramic view of the Forbidden City in spring, summer, autumn and winter, really, I love it so much"
